CLARK-Y 11.7% smoothed                          
 Alfa =   0.00000 Re =   214000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00000  0.16997
   0.99604  0.00107  0.12384
   0.98939  0.00282  0.09617
   0.98190  0.00475  0.07111
   0.97365  0.00683  0.04840
   0.96478  0.00903  0.02730
   0.95542  0.01129  0.00793
   0.94570  0.01360 -0.00980
   0.93572  0.01593 -0.02591
   0.92557  0.01827 -0.04122
   0.91532  0.02060 -0.05538
   0.90499  0.02291 -0.06890
   0.89462  0.02520 -0.08216
   0.88422  0.02747 -0.09516
   0.87380  0.02972 -0.10924
   0.86336  0.03194 -0.12513
   0.85292  0.03413 -0.14493
   0.84246  0.03630 -0.17066
   0.83200  0.03844 -0.20495
   0.82155  0.04055 -0.24989
   0.81109  0.04262 -0.30542
   0.80063  0.04467 -0.37083
   0.79017  0.04668 -0.40482
   0.77972  0.04867 -0.40842
   0.76926  0.05062 -0.41183
   0.75880  0.05253 -0.41515
   0.74834  0.05442 -0.41843
   0.73788  0.05627 -0.42172
   0.72742  0.05808 -0.42508
   0.71697  0.05985 -0.42854
   0.70652  0.06159 -0.43214
   0.69608  0.06329 -0.43592
   0.68564  0.06495 -0.43993
   0.67520  0.06657 -0.44419
   0.66476  0.06815 -0.44874
   0.65433  0.06969 -0.45360
   0.64389  0.07118 -0.45879
   0.63345  0.07264 -0.46432
   0.62302  0.07405 -0.47012
   0.61258  0.07542 -0.47625
   0.60215  0.07674 -0.48275
   0.59172  0.07802 -0.48965
   0.58130  0.07925 -0.49695
   0.57088  0.08043 -0.50466
   0.56046  0.08157 -0.51271
   0.55004  0.08266 -0.52102
   0.53963  0.08369 -0.52955
   0.52922  0.08468 -0.53827
   0.51881  0.08562 -0.54709
   0.50841  0.08651 -0.55594
   0.49800  0.08735 -0.56461
   0.48761  0.08813 -0.57345
   0.47721  0.08886 -0.58195
   0.46683  0.08954 -0.59077
   0.45645  0.09016 -0.59873
   0.44607  0.09073 -0.60719
   0.43570  0.09124 -0.61508
   0.42533  0.09169 -0.62270
   0.41497  0.09209 -0.63060
   0.40460  0.09242 -0.63810
   0.39425  0.09270 -0.64480
   0.38390  0.09292 -0.65268
   0.37356  0.09308 -0.65892
   0.36322  0.09319 -0.66616
   0.35291  0.09322 -0.67358
   0.34261  0.09320 -0.67985
   0.33232  0.09311 -0.68707
   0.32205  0.09296 -0.69394
   0.31179  0.09274 -0.70078
   0.30154  0.09245 -0.70782
   0.29131  0.09210 -0.71527
   0.28110  0.09168 -0.72338
   0.27092  0.09119 -0.73193
   0.26079  0.09064 -0.74037
   0.25074  0.09001 -0.75082
   0.24075  0.08930 -0.76057
   0.23086  0.08851 -0.77189
   0.22105  0.08763 -0.78034
   0.21135  0.08666 -0.78999
   0.20176  0.08558 -0.79760
   0.19228  0.08440 -0.80388
   0.18292  0.08310 -0.80866
   0.17367  0.08168 -0.80663
   0.16452  0.08013 -0.80332
   0.15545  0.07843 -0.79529
   0.14645  0.07660 -0.78363
   0.13753  0.07463 -0.76458
   0.12869  0.07251 -0.74789
   0.11992  0.07025 -0.72052
   0.11123  0.06785 -0.69341
   0.10263  0.06531 -0.66452
   0.09416  0.06267 -0.63457
   0.08587  0.05993 -0.60413
   0.07785  0.05715 -0.57801
   0.07020  0.05435 -0.55459
   0.06299  0.05156 -0.53390
   0.05627  0.04881 -0.50851
   0.05010  0.04612 -0.48444
   0.04447  0.04350 -0.45725
   0.03939  0.04096 -0.42371
   0.03482  0.03851 -0.39671
   0.03071  0.03614 -0.35116
   0.02704  0.03386 -0.29680
   0.02376  0.03165 -0.24424
   0.02082  0.02952 -0.17926
   0.01819  0.02747 -0.11161
   0.01583  0.02549 -0.04456
   0.01372  0.02359  0.03511
   0.01182  0.02175  0.10381
   0.01011  0.01998  0.17939
   0.00859  0.01828  0.25515
   0.00723  0.01664  0.33538
   0.00602  0.01506  0.40921
   0.00493  0.01353  0.47564
   0.00396  0.01204  0.55921
   0.00310  0.01059  0.63017
   0.00235  0.00917  0.70198
   0.00171  0.00778  0.77515
   0.00117  0.00644  0.82999
   0.00073  0.00514  0.88834
   0.00040  0.00388  0.94073
   0.00017  0.00267  0.97318
   0.00003  0.00149  0.99900
   0.00000  0.00033  0.99871
   0.00008 -0.00084  0.97518
   0.00026 -0.00201  0.92649
   0.00057 -0.00320  0.85290
   0.00101 -0.00438  0.74496
   0.00160 -0.00556  0.63589
   0.00234 -0.00672  0.51880
   0.00322 -0.00785  0.40222
   0.00424 -0.00894  0.29587
   0.00539 -0.01000  0.19729
   0.00667 -0.01102  0.11901
   0.00808 -0.01201  0.07315
   0.00964 -0.01298  0.00187
   0.01135 -0.01393 -0.04358
   0.01321 -0.01486 -0.09071
   0.01526 -0.01578 -0.12004
   0.01750 -0.01669 -0.14630
   0.01995 -0.01758 -0.17232
   0.02264 -0.01847 -0.19084
   0.02562 -0.01934 -0.20501
   0.02891 -0.02020 -0.21415
   0.03256 -0.02105 -0.22186
   0.03664 -0.02188 -0.22501
   0.04119 -0.02268 -0.21930
   0.04628 -0.02345 -0.21267
   0.05197 -0.02419 -0.20332
   0.05830 -0.02489 -0.19446
   0.06530 -0.02553 -0.18074
   0.07295 -0.02611 -0.16982
   0.08123 -0.02663 -0.15482
   0.09007 -0.02709 -0.14331
   0.09932 -0.02749 -0.13182
   0.10888 -0.02781 -0.12460
   0.11868 -0.02805 -0.11513
   0.12868 -0.02823 -0.10627
   0.13881 -0.02835 -0.09874
   0.14905 -0.02840 -0.09218
   0.15937 -0.02839 -0.08457
   0.16974 -0.02833 -0.07665
   0.18018 -0.02821 -0.06918
   0.19070 -0.02804 -0.06190
   0.20129 -0.02784 -0.05406
   0.21192 -0.02760 -0.04625
   0.22260 -0.02733 -0.03941
   0.23331 -0.02703 -0.03209
   0.24407 -0.02671 -0.02520
   0.25488 -0.02638 -0.01852
   0.26574 -0.02602 -0.01191
   0.27662 -0.02566 -0.00602
   0.28752 -0.02530 -0.00055
   0.29843 -0.02493  0.00466
   0.30934 -0.02456  0.00909
   0.32025 -0.02418  0.01399
   0.33117 -0.02379  0.01842
   0.34211 -0.02341  0.02237
   0.35305 -0.02303  0.02595
   0.36399 -0.02265  0.02937
   0.37494 -0.02227  0.03315
   0.38589 -0.02189  0.03583
   0.39684 -0.02150  0.03881
   0.40779 -0.02112  0.04172
   0.41874 -0.02074  0.04484
   0.42970 -0.02036  0.04715
   0.44065 -0.01997  0.04988
   0.45160 -0.01959  0.05239
   0.46255 -0.01921  0.05451
   0.47351 -0.01884  0.05704
   0.48447 -0.01846  0.05938
   0.49542 -0.01808  0.06157
   0.50638 -0.01770  0.06368
   0.51734 -0.01732  0.06602
   0.52830 -0.01694  0.06829
   0.53926 -0.01656  0.07046
   0.55021 -0.01618  0.07266
   0.56117 -0.01580  0.07487
   0.57213 -0.01542  0.07708
   0.58309 -0.01505  0.07935
   0.59404 -0.01467  0.08153
   0.60500 -0.01429  0.08388
   0.61596 -0.01391  0.08610
   0.62692 -0.01354  0.08849
   0.63788 -0.01316  0.09089
   0.64884 -0.01278  0.09336
   0.65980 -0.01240  0.09588
   0.67076 -0.01202  0.09850
   0.68172 -0.01164  0.10109
   0.69268 -0.01126  0.10388
   0.70365 -0.01088  0.10672
   0.71461 -0.01050  0.10958
   0.72557 -0.01013  0.11260
   0.73654 -0.00975  0.11563
   0.74750 -0.00937  0.11882
   0.75846 -0.00899  0.12197
   0.76942 -0.00861  0.12527
   0.78037 -0.00823  0.12860
   0.79132 -0.00786  0.13192
   0.80226 -0.00748  0.13525
   0.81320 -0.00711  0.13855
   0.82415 -0.00674  0.14180
   0.83510 -0.00637  0.14497
   0.84604 -0.00600  0.14802
   0.85699 -0.00563  0.15092
   0.86793 -0.00527  0.15365
   0.87887 -0.00490  0.15618
   0.88978 -0.00452  0.15853
   0.90067 -0.00415  0.16073
   0.91150 -0.00378  0.16279
   0.92225 -0.00341  0.16464
   0.93288 -0.00302  0.16627
   0.94334 -0.00264  0.16765
   0.95354 -0.00224  0.16880
   0.96336 -0.00184  0.16969
   0.97264 -0.00143  0.17033
   0.98122 -0.00103  0.17073
   0.98900 -0.00062  0.17089
   0.99590 -0.00024  0.17082
   1.00000  0.00000  0.16997
