CLARK Y AIRFOIL                                 
   0.22593  0.08670 -1.55406
   0.21504  0.08565 -1.61132
   0.20440  0.08446 -1.68130
   0.19402  0.08314 -1.76890
   0.18392  0.08168 -1.86662
   0.17411  0.08011 -1.91840
   0.16463  0.07844 -1.94585
   0.15547  0.07669 -1.97524
   0.14668  0.07489 -2.00565
   0.13826  0.07304 -2.03675
   0.13022  0.07117 -2.06844
   0.12257  0.06928 -2.10068
   0.11532  0.06738 -2.13350
   0.10844  0.06548 -2.16688
   0.10194  0.06358 -2.20084
   0.09581  0.06170 -2.23537
   0.09001  0.05984 -2.27051
   0.08454  0.05801 -2.30636
   0.07938  0.05621 -2.34309
   0.07451  0.05445 -2.38100
   0.06990  0.05273 -2.42033
   0.06556  0.05104 -2.46126
   0.06146  0.04937 -2.50379
   0.05759  0.04773 -2.54775
   0.05393  0.04610 -2.59295
   0.05047  0.04450 -2.63814
   0.04720  0.04291 -2.68275
   0.04411  0.04134 -2.72583
   0.04117  0.03977 -2.76670
   0.03839  0.03822 -2.80526
   0.03576  0.03668 -2.83972
   0.03326  0.03515 -2.86777
   0.03089  0.03362 -2.88738
   0.02864  0.03209 -2.89550
   0.02652  0.03057 -2.89365
   0.02450  0.02905 -2.88301
   0.02259  0.02754 -2.86558
   0.02077  0.02603 -2.84404
   0.01905  0.02454 -2.82356
   0.01741  0.02306 -2.81239
   0.01584  0.02160 -2.81919
   0.01435  0.02017 -2.84587
   0.01291  0.01876 -2.88999
   0.01152  0.01738 -2.94759
   0.01018  0.01603 -3.01492
   0.00890  0.01470 -3.09004
   0.00768  0.01338 -3.17389
   0.00652  0.01208 -3.26743
   0.00542  0.01077 -3.37126
   0.00440  0.00947 -3.48540
   0.00346  0.00816 -3.60904
   0.00260  0.00683 -3.73750
   0.00184  0.00550 -3.85976
   0.00118  0.00414 -3.96287
   0.00064  0.00277 -4.01519
   0.00025  0.00139 -3.96320
   0.00011  0.00070 -3.90331
   0.00000  0.00000 -3.83310
  -0.00005 -0.00139 -3.36756
   0.00005 -0.00274 -2.89133
   0.00032 -0.00408 -2.30067
   0.00077 -0.00541 -1.64495
   0.00138 -0.00672 -1.06453
   0.00211 -0.00799 -0.59921
   0.00296 -0.00922 -0.22184
   0.00392 -0.01041  0.08013
   0.00497 -0.01157  0.31686
   0.00611 -0.01268  0.50338
   0.00735 -0.01376  0.64893
   0.00867 -0.01480  0.75881
   0.01007 -0.01579  0.84333
   0.01156 -0.01672  0.90584
   0.01314 -0.01759  0.95087
   0.01482 -0.01838  0.97952
   0.01659 -0.01911  0.99486
   0.01844 -0.01978  0.99995
   0.02038 -0.02038  0.99772
   0.02240 -0.02094  0.99055
   0.02450 -0.02145  0.98040
   0.02668 -0.02193  0.96844
   0.02895 -0.02240  0.95566
   0.03131 -0.02287  0.94164
   0.03375 -0.02335  0.92645
   0.03628 -0.02384  0.90973
   0.03892 -0.02433  0.89149
   0.04167 -0.02481  0.87278
   0.04454 -0.02527  0.85365
   0.04754 -0.02571  0.83451
   0.05067 -0.02613  0.81548
   0.05396 -0.02652  0.79701
   0.05741 -0.02688  0.77903
   0.06103 -0.02722  0.76225
   0.06483 -0.02753  0.74600
   0.06884 -0.02781  0.73065
   0.07306 -0.02808  0.71581
   0.07752 -0.02833  0.70140
   0.08223 -0.02858  0.68670
   0.08721 -0.02882  0.67105
   0.09248 -0.02907  0.65483
   0.09805 -0.02930  0.63807
   0.10395 -0.02952  0.62144
   0.11019 -0.02972  0.60511
   0.11681 -0.02989  0.58927
   0.12382 -0.03004  0.57350
   0.13122 -0.03015  0.55807
   0.13904 -0.03023  0.54316
   0.14727 -0.03027  0.52868
   0.15592 -0.03027  0.51463
   0.16498 -0.03022  0.50150
   0.17443 -0.03013  0.48884
   0.18427 -0.02998  0.47702
   0.19446 -0.02979  0.46589
   0.20499 -0.02955  0.45541
   0.21581 -0.02926  0.44562
   0.22690 -0.02894  0.43654
   0.23823 -0.02858  0.42812
   0.24977 -0.02818  0.42014
   0.26149 -0.02776  0.41284
   0.27337 -0.02732  0.40597
   0.28538 -0.02687  0.39929
   0.29749 -0.02640  0.39288
   0.30969 -0.02594  0.38624
   0.32197 -0.02548  0.37950
   0.33430 -0.02503  0.37278
   0.34668 -0.02457  0.36588
   0.35910 -0.02412  0.35913
   0.37156 -0.02367  0.35250
   0.38403 -0.02321  0.34596
   0.39653 -0.02276  0.33955
   0.40904 -0.02230  0.33339
   0.42156 -0.02185  0.32735
   0.43410 -0.02139  0.32161
   0.44664 -0.02093  0.31583
   0.45919 -0.02047  0.31043
   0.47174 -0.02000  0.30503
   0.48430 -0.01954  0.29972
   0.49686 -0.01908  0.29462
   0.50942 -0.01862  0.28942
   0.52199 -0.01815  0.28443
   0.53455 -0.01769  0.27953
   0.54712 -0.01723  0.27458
   0.55969 -0.01677  0.26972
   0.57226 -0.01631  0.26499
   0.58483 -0.01585  0.26025
   0.59741 -0.01538  0.25559
   0.60998 -0.01492  0.25099
   0.62255 -0.01446  0.24643
   0.63512 -0.01400  0.24203
   0.64769 -0.01354  0.23737
   0.66026 -0.01308  0.23304
   0.67283 -0.01261  0.22844
   0.68540 -0.01215  0.22417
   0.69797 -0.01169  0.21966
   0.71054 -0.01123  0.21533
   0.72311 -0.01077  0.21094
   0.73567 -0.01031  0.20657
   0.74823 -0.00985  0.20209
   0.76079 -0.00938  0.19774
   0.77334 -0.00892  0.19302
   0.78589 -0.00846  0.18866
   0.79843 -0.00800  0.18413
   0.81096 -0.00754  0.17953
   0.82348 -0.00708  0.17475
   0.83598 -0.00662  0.17006
   0.84846 -0.00616  0.16506
   0.86092 -0.00571  0.16021
   0.87335 -0.00525  0.15472
   0.88573 -0.00480  0.14951
   0.89807 -0.00434  0.14402
   0.91034 -0.00389  0.13803
   0.92253 -0.00344  0.13172
   0.93463 -0.00300  0.12521
   0.94660 -0.00256  0.11781
   0.95843 -0.00213  0.10933
   0.97008 -0.00170  0.10060
   0.98152 -0.00128  0.08920
   0.99270 -0.00087  0.07606
   1.00000 -0.00060  0.05477
