CLARK Y AIRFOIL                                 
   0.31991  0.09118 -1.23440
   0.30769  0.09089 -1.27272
   0.29556  0.09055 -1.31629
   0.28354  0.09014 -1.36654
   0.27165  0.08965 -1.42147
   0.25993  0.08908 -1.48017
   0.24840  0.08840 -1.54090
   0.23706  0.08761 -1.60243
   0.22593  0.08670 -1.66387
   0.21504  0.08565 -1.72354
   0.20440  0.08446 -1.78029
   0.19402  0.08314 -1.82928
   0.18392  0.08168 -1.87266
   0.17411  0.08011 -1.91249
   0.16463  0.07844 -1.94866
   0.15547  0.07669 -1.98341
   0.14668  0.07489 -2.01785
   0.13826  0.07304 -2.05252
   0.13022  0.07117 -2.08723
   0.12257  0.06928 -2.12359
   0.11532  0.06738 -2.16620
   0.10844  0.06548 -2.22853
   0.10194  0.06358 -2.32878
   0.09581  0.06170 -2.47841
   0.09001  0.05984 -2.65425
   0.08454  0.05801 -2.70814
   0.07938  0.05621 -2.74435
   0.07451  0.05445 -2.78072
   0.06990  0.05273 -2.81778
   0.06556  0.05104 -2.85589
   0.06146  0.04937 -2.89541
   0.05759  0.04773 -2.93668
   0.05393  0.04610 -2.98002
   0.05047  0.04450 -3.02518
   0.04720  0.04291 -3.07174
   0.04411  0.04134 -3.11873
   0.04117  0.03977 -3.16549
   0.03839  0.03822 -3.21099
   0.03576  0.03668 -3.25418
   0.03326  0.03515 -3.29318
   0.03089  0.03362 -3.32677
   0.02864  0.03209 -3.35490
   0.02652  0.03057 -3.38127
   0.02450  0.02905 -3.41015
   0.02259  0.02754 -3.44696
   0.02077  0.02603 -3.49376
   0.01905  0.02454 -3.54966
   0.01741  0.02306 -3.60900
   0.01584  0.02160 -3.66839
   0.01435  0.02017 -3.72708
   0.01291  0.01876 -3.78512
   0.01152  0.01738 -3.84350
   0.01018  0.01603 -3.90427
   0.00890  0.01470 -3.97068
   0.00768  0.01338 -4.04612
   0.00652  0.01208 -4.13490
   0.00542  0.01077 -4.24121
   0.00440  0.00947 -4.36807
   0.00346  0.00816 -4.52093
   0.00260  0.00683 -4.70045
   0.00184  0.00550 -4.89709
   0.00118  0.00414 -5.08907
   0.00064  0.00277 -5.23888
   0.00025  0.00139 -5.27382
   0.00011  0.00070 -5.24043
   0.00000  0.00000 -5.20879
  -0.00005 -0.00139 -4.72395
   0.00005 -0.00274 -4.20158
   0.00032 -0.00408 -3.50839
   0.00077 -0.00541 -2.70752
   0.00138 -0.00672 -1.97938
   0.00211 -0.00799 -1.38370
   0.00296 -0.00922 -0.88619
   0.00392 -0.01041 -0.48275
   0.00497 -0.01157 -0.15763
   0.00611 -0.01268  0.10677
   0.00735 -0.01376  0.31995
   0.00867 -0.01480  0.48652
   0.01007 -0.01579  0.62224
   0.01156 -0.01672  0.73100
   0.01314 -0.01759  0.81865
   0.01482 -0.01838  0.88637
   0.01659 -0.01911  0.93388
   0.01844 -0.01978  0.96626
   0.02038 -0.02038  0.98583
   0.02240 -0.02094  0.99629
   0.02450 -0.02145  0.99989
   0.02668 -0.02193  0.99876
   0.02895 -0.02240  0.99434
   0.03131 -0.02287  0.98758
   0.03375 -0.02335  0.97862
   0.03628 -0.02384  0.96791
   0.03892 -0.02433  0.95533
   0.04167 -0.02481  0.94144
   0.04454 -0.02527  0.92649
   0.04754 -0.02571  0.91081
   0.05067 -0.02613  0.89454
   0.05396 -0.02652  0.87805
   0.05741 -0.02688  0.86163
   0.06103 -0.02722  0.84557
   0.06483 -0.02753  0.82983
   0.06884 -0.02781  0.81444
   0.07306 -0.02808  0.79927
   0.07752 -0.02833  0.78429
   0.08223 -0.02858  0.76907
   0.08721 -0.02882  0.75293
   0.09248 -0.02907  0.73628
   0.09805 -0.02930  0.71907
   0.10395 -0.02952  0.70191
   0.11019 -0.02972  0.68473
   0.11681 -0.02989  0.66800
   0.12382 -0.03004  0.65119
   0.13122 -0.03015  0.63456
   0.13904 -0.03023  0.61836
   0.14727 -0.03027  0.60248
   0.15592 -0.03027  0.58695
   0.16498 -0.03022  0.57213
   0.17443 -0.03013  0.55776
   0.18427 -0.02998  0.54429
   0.19446 -0.02979  0.53126
   0.20499 -0.02955  0.51901
   0.21581 -0.02926  0.50736
   0.22690 -0.02894  0.49647
   0.23823 -0.02858  0.48621
   0.24977 -0.02818  0.47637
   0.26149 -0.02776  0.46732
   0.27337 -0.02732  0.45872
   0.28538 -0.02687  0.45029
   0.29749 -0.02640  0.44228
   0.30969 -0.02594  0.43401
   0.32197 -0.02548  0.42578
   0.33430 -0.02503  0.41756
   0.34668 -0.02457  0.40921
   0.35910 -0.02412  0.40107
   0.37156 -0.02367  0.39302
   0.38403 -0.02321  0.38514
   0.39653 -0.02276  0.37739
   0.40904 -0.02230  0.36991
   0.42156 -0.02185  0.36255
   0.43410 -0.02139  0.35555
   0.44664 -0.02093  0.34847
   0.45919 -0.02047  0.34177
   0.47174 -0.02000  0.33513
   0.48430 -0.01954  0.32852
   0.49686 -0.01908  0.32217
   0.50942 -0.01862  0.31569
   0.52199 -0.01815  0.30943
   0.53455 -0.01769  0.30326
   0.54712 -0.01723  0.29702
   0.55969 -0.01677  0.29089
   0.57226 -0.01631  0.28485
   0.58483 -0.01585  0.27879
   0.59741 -0.01538  0.27284
   0.60998 -0.01492  0.26688
   0.62255 -0.01446  0.26100
   0.63512 -0.01400  0.25523
   0.64769 -0.01354  0.24915
   0.66026 -0.01308  0.24344
   0.67283 -0.01261  0.23734
   0.68540 -0.01215  0.23162
   0.69797 -0.01169  0.22558
   0.71054 -0.01123  0.21971
   0.72311 -0.01077  0.21374
   0.73567 -0.01031  0.20772
   0.74823 -0.00985  0.20153
   0.76079 -0.00938  0.19545
   0.77334 -0.00892  0.18888
   0.78589 -0.00846  0.18261
   0.79843 -0.00800  0.17613
   0.81096 -0.00754  0.16943
   0.82348 -0.00708  0.16249
   0.83598 -0.00662  0.15551
   0.84846 -0.00616  0.14803
   0.86092 -0.00571  0.14065
   0.87335 -0.00525  0.13229
   0.88573 -0.00480  0.12411
   0.89807 -0.00434  0.11539
   0.91034 -0.00389  0.10585
   0.92253 -0.00344  0.09557
   0.93463 -0.00300  0.08472
   0.94660 -0.00256  0.07235
   0.95843 -0.00213  0.05796
   0.97008 -0.00170  0.04256
   0.98152 -0.00128  0.02240
   0.99270 -0.00087 -0.00187
   1.00000 -0.00060 -0.04057
