CLARK-Y 11.7% smoothed                          
   0.50638 -0.01770  0.24416
   0.51734 -0.01732  0.24092
   0.52830 -0.01694  0.23780
   0.53926 -0.01656  0.23425
   0.55021 -0.01618  0.23133
   0.56117 -0.01580  0.22799
   0.57213 -0.01542  0.22498
   0.58309 -0.01505  0.22167
   0.59404 -0.01467  0.21868
   0.60500 -0.01429  0.21557
   0.61596 -0.01391  0.21253
   0.62692 -0.01354  0.20968
   0.63788 -0.01316  0.20655
   0.64884 -0.01278  0.20366
   0.65980 -0.01240  0.20080
   0.67076 -0.01202  0.19816
   0.68172 -0.01164  0.19500
   0.69268 -0.01126  0.19237
   0.70365 -0.01088  0.18959
   0.71461 -0.01050  0.18680
   0.72557 -0.01013  0.18406
   0.73654 -0.00975  0.18125
   0.74750 -0.00937  0.17862
   0.75846 -0.00899  0.17581
   0.76942 -0.00861  0.17308
   0.78037 -0.00823  0.17051
   0.79132 -0.00786  0.16764
   0.80226 -0.00748  0.16475
   0.81320 -0.00711  0.16174
   0.82415 -0.00674  0.15862
   0.83510 -0.00637  0.15577
   0.84604 -0.00600  0.15231
   0.85699 -0.00563  0.14902
   0.86793 -0.00527  0.14582
   0.87887 -0.00490  0.14206
   0.88978 -0.00452  0.13872
   0.90067 -0.00415  0.13463
   0.91150 -0.00378  0.13095
   0.92225 -0.00341  0.12674
   0.93288 -0.00302  0.12273
   0.94334 -0.00264  0.11902
   0.95354 -0.00224  0.11524
   0.96336 -0.00184  0.11279
   0.97264 -0.00143  0.11134
   0.98122 -0.00103  0.11227
   0.98900 -0.00062  0.11661
   0.99590 -0.00024  0.12493
   1.00000  0.00000  0.14614
