CLARK-Y 11.7% smoothed                          
   0.00310  0.01059 -2.84890
   0.00235  0.00917 -2.84075
   0.00171  0.00778 -2.81098
   0.00117  0.00644 -2.77506
   0.00073  0.00514 -2.70575
   0.00040  0.00388 -2.62640
   0.00017  0.00267 -2.48922
   0.00003  0.00149 -2.33832
   0.00000  0.00033 -2.12304
   0.00008 -0.00084 -1.82132
   0.00026 -0.00201 -1.49161
   0.00057 -0.00320 -1.11640
   0.00101 -0.00438 -0.76188
   0.00160 -0.00556 -0.41155
   0.00234 -0.00672 -0.03172
   0.00322 -0.00785  0.26168
   0.00424 -0.00894  0.48255
   0.00539 -0.01000  0.65913
   0.00667 -0.01102  0.78147
   0.00808 -0.01201  0.87823
   0.00964 -0.01298  0.94053
   0.01135 -0.01393  0.97336
   0.01321 -0.01486  0.99503
   0.01526 -0.01578  1.00000
   0.01750 -0.01669  0.99430
   0.01995 -0.01758  0.98351
   0.02264 -0.01847  0.96087
   0.02562 -0.01934  0.93612
   0.02891 -0.02020  0.90927
   0.03256 -0.02105  0.87797
   0.03664 -0.02188  0.84494
   0.04119 -0.02268  0.81121
   0.04628 -0.02345  0.77824
   0.05197 -0.02419  0.74471
   0.05830 -0.02489  0.71013
   0.06530 -0.02553  0.68052
   0.07295 -0.02611  0.65019
   0.08123 -0.02663  0.62234
   0.09007 -0.02709  0.59469
   0.09932 -0.02749  0.57071
   0.10888 -0.02781  0.54591
   0.11868 -0.02805  0.52551
   0.12868 -0.02823  0.50566
   0.13881 -0.02835  0.48921
   0.14905 -0.02840  0.47098
   0.15937 -0.02839  0.45763
   0.16974 -0.02833  0.44368
   0.18018 -0.02821  0.43313
   0.19070 -0.02804  0.42221
   0.20129 -0.02784  0.41257
   0.21192 -0.02760  0.40393
   0.22260 -0.02733  0.39517
   0.23331 -0.02703  0.38835
   0.24407 -0.02671  0.38147
   0.25488 -0.02638  0.37527
   0.26574 -0.02602  0.36911
   0.27662 -0.02566  0.36288
   0.28752 -0.02530  0.35794
   0.29843 -0.02493  0.35122
   0.30934 -0.02456  0.34592
   0.32025 -0.02418  0.34091
   0.33117 -0.02379  0.33566
   0.34211 -0.02341  0.33068
   0.35305 -0.02303  0.32478
   0.36399 -0.02265  0.32036
   0.37494 -0.02227  0.31556
   0.38589 -0.02189  0.31042
   0.39684 -0.02150  0.30565
   0.40779 -0.02112  0.30075
   0.41874 -0.02074  0.29686
   0.42970 -0.02036  0.29180
   0.44065 -0.01997  0.28827
   0.45160 -0.01959  0.28322
   0.46255 -0.01921  0.27919
   0.47351 -0.01884  0.27525
   0.48447 -0.01846  0.27055
   0.49542 -0.01808  0.26655
   0.50638 -0.01770  0.26241
   0.51734 -0.01732  0.25856
   0.52830 -0.01694  0.25462
   0.53926 -0.01656  0.25096
   0.55021 -0.01618  0.24711
   0.56117 -0.01580  0.24323
   0.57213 -0.01542  0.23960
   0.58309 -0.01505  0.23586
   0.59404 -0.01467  0.23203
   0.60500 -0.01429  0.22848
   0.61596 -0.01391  0.22468
   0.62692 -0.01354  0.22143
   0.63788 -0.01316  0.21746
   0.64884 -0.01278  0.21407
   0.65980 -0.01240  0.21045
   0.67076 -0.01202  0.20713
   0.68172 -0.01164  0.20354
   0.69268 -0.01126  0.20007
   0.70365 -0.01088  0.19671
   0.71461 -0.01050  0.19310
   0.72557 -0.01013  0.18969
   0.73654 -0.00975  0.18614
   0.74750 -0.00937  0.18286
   0.75846 -0.00899  0.17916
   0.76942 -0.00861  0.17571
   0.78037 -0.00823  0.17223
   0.79132 -0.00786  0.16853
   0.80226 -0.00748  0.16468
   0.81320 -0.00711  0.16078
   0.82415 -0.00674  0.15657
   0.83510 -0.00637  0.15272
   0.84604 -0.00600  0.14814
   0.85699 -0.00563  0.14360
   0.86793 -0.00527  0.13907
   0.87887 -0.00490  0.13391
   0.88978 -0.00452  0.12894
   0.90067 -0.00415  0.12307
   0.91150 -0.00378  0.11750
   0.92225 -0.00341  0.11102
   0.93288 -0.00302  0.10446
   0.94334 -0.00264  0.09782
   0.95354 -0.00224  0.09059
   0.96336 -0.00184  0.08415
   0.97264 -0.00143  0.07826
   0.98122 -0.00103  0.07441
   0.98900 -0.00062  0.07464
   0.99590 -0.00024  0.08056
   1.00000  0.00000  0.11357
