CLARK-Y 11.7% smoothed                          
   0.43570  0.09124 -0.86650
   0.42533  0.09169 -0.94445
   0.41497  0.09209 -1.00826
   0.40460  0.09242 -1.01816
   0.39425  0.09270 -1.02805
   0.38390  0.09292 -1.03794
   0.37356  0.09308 -1.04795
   0.36322  0.09319 -1.05808
   0.35291  0.09322 -1.06854
   0.34261  0.09320 -1.07937
   0.33232  0.09311 -1.09067
   0.32205  0.09296 -1.10257
   0.31179  0.09274 -1.11517
   0.30154  0.09245 -1.12858
   0.29131  0.09210 -1.14291
   0.28110  0.09168 -1.15831
   0.27092  0.09119 -1.17479
   0.26079  0.09064 -1.19248
   0.25074  0.09001 -1.21165
   0.24075  0.08930 -1.23246
   0.23086  0.08851 -1.25503
   0.22105  0.08763 -1.27950
   0.21135  0.08666 -1.30559
   0.20176  0.08558 -1.33231
   0.19228  0.08440 -1.35937
   0.18292  0.08310 -1.38603
   0.17367  0.08168 -1.41019
   0.16452  0.08013 -1.43126
   0.15545  0.07843 -1.44985
   0.14645  0.07660 -1.46397
   0.13753  0.07463 -1.47493
   0.12869  0.07251 -1.48296
   0.11992  0.07025 -1.48859
   0.11123  0.06785 -1.49015
   0.10263  0.06531 -1.49702
   0.09416  0.06267 -1.50359
   0.08587  0.05993 -1.51515
   0.07785  0.05715 -1.53756
   0.07020  0.05435 -1.56475
   0.06299  0.05156 -1.59851
   0.05627  0.04881 -1.63464
   0.05010  0.04612 -1.67385
   0.04447  0.04350 -1.71564
   0.03939  0.04096 -1.75016
   0.03482  0.03851 -1.78240
   0.03071  0.03614 -1.80808
   0.02704  0.03386 -1.81942
   0.02376  0.03165 -1.82183
   0.02082  0.02952 -1.81510
   0.01819  0.02747 -1.80192
   0.01583  0.02549 -1.78084
   0.01372  0.02359 -1.74701
   0.01182  0.02175 -1.71701
   0.01011  0.01998 -1.67646
   0.00859  0.01828 -1.62937
   0.00723  0.01664 -1.58903
   0.00602  0.01506 -1.53598
   0.00493  0.01353 -1.48505
   0.00396  0.01204 -1.42592
   0.00310  0.01059 -1.36794
   0.00235  0.00917 -1.29296
   0.00171  0.00778 -1.19882
   0.00117  0.00644 -1.12409
   0.00073  0.00514 -1.02240
   0.00040  0.00388 -0.90909
   0.00017  0.00267 -0.77110
   0.00003  0.00149 -0.59568
   0.00000  0.00033 -0.42007
   0.00008 -0.00084 -0.19530
   0.00026 -0.00201  0.00751
   0.00057 -0.00320  0.23036
   0.00101 -0.00438  0.44483
   0.00160 -0.00556  0.62261
   0.00234 -0.00672  0.77419
   0.00322 -0.00785  0.88344
   0.00424 -0.00894  0.95274
   0.00539 -0.01000  0.98718
   0.00667 -0.01102  0.99951
   0.00808 -0.01201  0.99477
   0.00964 -0.01298  0.97712
   0.01135 -0.01393  0.95139
   0.01321 -0.01486  0.91976
   0.01526 -0.01578  0.88506
   0.01750 -0.01669  0.84655
   0.01995 -0.01758  0.80909
   0.02264 -0.01847  0.76660
   0.02562 -0.01934  0.72535
   0.02891 -0.02020  0.68725
   0.03256 -0.02105  0.65035
   0.03664 -0.02188  0.61148
   0.04119 -0.02268  0.57784
   0.04628 -0.02345  0.54569
   0.05197 -0.02419  0.51689
   0.05830 -0.02489  0.48589
   0.06530 -0.02553  0.46282
   0.07295 -0.02611  0.43847
   0.08123 -0.02663  0.41870
   0.09007 -0.02709  0.39872
   0.09932 -0.02749  0.37991
   0.10888 -0.02781  0.36286
   0.11868 -0.02805  0.34698
   0.12868 -0.02823  0.33568
   0.13881 -0.02835  0.32216
   0.14905 -0.02840  0.31105
   0.15937 -0.02839  0.30175
   0.16974 -0.02833  0.29395
   0.18018 -0.02821  0.28733
   0.19070 -0.02804  0.28094
   0.20129 -0.02784  0.27594
   0.21192 -0.02760  0.27182
   0.22260 -0.02733  0.26712
   0.23331 -0.02703  0.26411
   0.24407 -0.02671  0.26108
   0.25488 -0.02638  0.25808
   0.26574 -0.02602  0.25545
   0.27662 -0.02566  0.25293
   0.28752 -0.02530  0.25007
   0.29843 -0.02493  0.24734
   0.30934 -0.02456  0.24408
   0.32025 -0.02418  0.24189
   0.33117 -0.02379  0.23977
   0.34211 -0.02341  0.23716
   0.35305 -0.02303  0.23427
   0.36399 -0.02265  0.23151
   0.37494 -0.02227  0.22935
   0.38589 -0.02189  0.22640
   0.39684 -0.02150  0.22352
   0.40779 -0.02112  0.22143
   0.41874 -0.02074  0.21900
   0.42970 -0.02036  0.21646
   0.44065 -0.01997  0.21404
   0.45160 -0.01959  0.21197
   0.46255 -0.01921  0.20930
   0.47351 -0.01884  0.20712
   0.48447 -0.01846  0.20478
   0.49542 -0.01808  0.20254
   0.50638 -0.01770  0.20029
   0.51734 -0.01732  0.19833
   0.52830 -0.01694  0.19630
   0.53926 -0.01656  0.19420
   0.55021 -0.01618  0.19227
   0.56117 -0.01580  0.19029
   0.57213 -0.01542  0.18832
   0.58309 -0.01505  0.18647
   0.59404 -0.01467  0.18437
   0.60500 -0.01429  0.18273
   0.61596 -0.01391  0.18074
   0.62692 -0.01354  0.17914
   0.63788 -0.01316  0.17728
   0.64884 -0.01278  0.17558
   0.65980 -0.01240  0.17395
   0.67076 -0.01202  0.17239
   0.68172 -0.01164  0.17073
   0.69268 -0.01126  0.16930
   0.70365 -0.01088  0.16787
   0.71461 -0.01050  0.16626
   0.72557 -0.01013  0.16497
   0.73654 -0.00975  0.16347
   0.74750 -0.00937  0.16224
   0.75846 -0.00899  0.16084
   0.76942 -0.00861  0.15965
   0.78037 -0.00823  0.15850
   0.79132 -0.00786  0.15721
   0.80226 -0.00748  0.15594
   0.81320 -0.00711  0.15465
   0.82415 -0.00674  0.15331
   0.83510 -0.00637  0.15227
   0.84604 -0.00600  0.15088
   0.85699 -0.00563  0.14971
   0.86793 -0.00527  0.14869
   0.87887 -0.00490  0.14749
   0.88978 -0.00452  0.14668
   0.90067 -0.00415  0.14562
   0.91150 -0.00378  0.14508
   0.92225 -0.00341  0.14455
   0.93288 -0.00302  0.14454
   0.94334 -0.00264  0.14527
   0.95354 -0.00224  0.14652
   0.96336 -0.00184  0.14924
   0.97264 -0.00143  0.15307
   0.98122 -0.00103  0.15842
   0.98900 -0.00062  0.16500
   0.99590 -0.00024  0.17208
   1.00000  0.00000  0.17948
