5.670459492595240070e-01,5.842923014912659863e-01,6.110263905862656220e-01,6.245270358607468708e-01,5.317669557450517281e-01,6.267989364536959984e-01,6.941991134406191311e-01,8.343810936671013367e-01,5.789527246980307185e-01,5.620112861526384007e-01,5.708690330080072872e-01,6.185205477762319992e-01,5.553959364165103052e-01,5.948373596433357280e-01,5.500124955122613624e-02,6.378580894712632121e-01,5.710665478906673531e-01
5.408461079227628865e-01,5.332379568077558751e-01,5.480546428351580346e-01,4.854632804638215893e-01,7.102303208241504962e-01,7.359625348411847900e-01,5.800738284741789874e-01,5.549177885189664483e-01,4.747079622889815442e-01,6.015971402998778750e-01,5.779471921226639886e-01,5.219109697174857398e-01,5.160384864959600693e-01,5.154299595075458873e-01,1.760376614715478960e-01,5.678978211226740624e-01,7.439431641981741894e-01
5.000788952735273352e-01,5.022174589216011897e-01,5.975991367654732711e-01,5.238826706513882714e-01,6.059885914689074893e-01,6.823085820276785229e-01,6.637748961086685773e-01,5.555563746765007638e-01,5.363085821989680424e-01,5.272494810688179712e-01,5.430959708496327920e-01,4.892119632980275190e-01,4.989408280415213448e-01,4.965721138536681734e-01,1.104369730442287811e-01,5.124398510359651215e-01,6.786234843347761503e-01
6.223752336683734399e-01,5.011002868155002288e-01,5.163148564204315116e-01,5.269458740631738358e-01,5.387924930642384869e-01,8.887738250002993334e-01,8.613398054594428865e-01,6.282510884500621673e-01,5.130589705182615479e-01,5.142276050212268856e-01,4.970662253554177235e-01,4.624070411364903377e-01,5.433262099557988334e-01,5.275364254876362402e-01,1.026555976389742636e-01,5.620991311183658468e-01,4.879427155576054886e-01
5.416875919096992842e-01,5.268073288434818036e-01,5.159492648304264684e-01,5.855494251115375137e-01,7.203443438160440637e-01,8.401998489781430379e-01,5.904176521053294824e-01,5.141789502397777767e-01,4.943491793374847343e-01,5.081931923710096832e-01,5.362483183676879372e-01,5.164073727569052918e-01,6.009560062209019504e-01,5.426102574362678954e-01,8.137330725617569760e-02,5.376241801218308858e-01,6.630527280819423774e-01
5.948619503218168791e-01,5.178582866692711395e-01,4.948082062079811050e-01,5.261260500244486771e-01,5.218572198413039542e-01,8.384623890707588734e-01,8.073446211702545172e-01,9.014840041104199564e-01,5.525320930550908782e-01,4.598705867269673453e-01,4.986777122660653316e-01,5.188505063351707136e-01,5.865077435515878568e-01,6.119394276794766219e-01,1.778982842925243280e-01,5.323543000789078272e-01,5.606270630010915523e-01
4.922136667911149455e-01,5.021020905766536702e-01,4.862602707023069848e-01,5.893295029420373421e-01,8.772766862955023726e-01,8.668650846919857544e-01,1.045277840389941204e+00,4.781954593042388457e-01,5.220993153363210348e-01,5.242029457939795245e-01,5.049592756834648810e-01,5.201372650137510156e-01,4.951772184526586074e-01,5.535718204273295528e-01,3.301739895089214616e-01,5.103527256520768995e-01,6.336849191536609860e-01
4.586513110787999725e-01,5.144721783277222960e-01,6.951212085338727142e-01,1.071588929159411174e+00,1.493278458646461360e+00,9.924095311938422315e-01,5.293418792583907129e-01,5.333325177830785524e-01,5.024813637239832209e-01,5.213484776420077571e-01,5.041061902735941569e-01,4.863140515487455739e-01,4.295968718097484818e-01,5.244755034511139336e-01,8.544237124192996524e-02,7.031883495176511900e-01,8.341390910679483683e-01
5.282619680023629138e-01,4.642112003320779667e-01,5.300053156624405792e-01,7.956917151593899673e-01,1.584266717266656688e+00,1.551682219756295389e+00,2.043796241555639437e+00,3.504218335590505884e+00,2.430771977095007141e+00,9.691393488558605052e-01,5.619610033408471983e-01,4.750414111872630629e-01,5.691830037677828580e-01,5.681932174512279721e-01,6.988246968960624972e-02,4.459891099658066516e-01,6.981363583489544888e-01
5.285563200518172966e-01,5.128762359741209087e-01,5.633097570272360688e-01,1.589289063453999784e+00,2.082905550774764247e+00,2.938243184583093193e+00,2.323491110948426197e+00,1.932710328651007892e+00,3.404591616622987704e+00,4.024560358321687126e+00,3.730315650004701666e+00,1.005131815210393631e+00,2.356497389996613734e+00,5.711077317600642411e-01,1.601885924371891090e-01,5.443993701973327548e-01,7.467080742781280200e-01
5.749253568217839172e-01,6.808608717786471809e-01,2.510412647039624190e+00,2.889981382830118406e+00,5.914599727149474795e+00,3.833763754207043739e+00,3.869680784106049209e+00,3.447983494219194256e+00,4.495655261936416736e+00,5.777217769207606324e+00,6.012141238957922518e+00,5.497899695531724085e+00,6.401692537198515609e+00,3.051120080992871131e+00,1.144135388402209991e-01,7.633099097210296335e-01,1.311182657953821495e+00
5.946243178177527122e-01,5.841646164963718579e-01,1.128779288100407729e+00,2.426186191984483376e+00,2.992531451094991635e+00,3.483817023006070990e+00,3.792371220841230794e+00,4.239713658367312732e+00,4.062700106622630258e+00,3.927239761388238826e+00,3.935233836644678629e+00,4.203264325809392687e+00,4.352139758259950142e+00,4.780959865697220756e+00,1.633245192838448934e-01,2.149731647482358010e+00,9.753324689617285381e-01
