y Position (cm),Pressure Uncertainty (Pa)
7.67,0.5948619503218169
8.17,0.5124885136108995
9.34,0.5178582866692711
9.84,0.5177131218218818
11.0,0.4948082062079811
11.5,0.4921660889630411
12.67,0.5261260500244487
13.17,0.6069570461504268
13.67,0.521857219841304
14.17,1.0063607402422594
14.67,0.8384623890707589
15.17,0.7706346922137396
15.67,0.8073446211702545
16.17,0.6611230870878254
16.67,0.90148400411042
17.17,0.5199685647738752
17.67,0.5525320930550909
18.17,0.48836035752134355
18.67,0.45987058672696735
19.17,0.5432605847250608
19.67,0.49867771226606533
20.17,0.5097426504702905
20.67,0.5188505063351707
21.17,0.49926123151828034
21.67,0.5865077435515879
22.17,0.5133744653481123
22.67,0.6119394276794766
23.17,0.5479875133184894
24.340000000000003,0.17789828429252433
24.840000000000003,0.1116397566593898
26.0,0.5323543000789078
26.5,0.4949758302356885
27.67,0.5606270630010916
28.17,0.7038580567303243
