y Position (cm),Pressure Uncertainty (Pa)
8.17,0.5465201491445955
8.67,0.5408461079227629
9.84,0.5106110318469103
10.34,0.5332379568077559
11.5,0.4887890801156434
12.0,0.548054642835158
13.17,0.5245957175126007
13.67,0.4854632804638216
14.17,0.5429691550999085
14.67,0.7102303208241505
15.17,0.6425519709202624
15.67,0.7359625348411848
16.17,0.7516988192518521
16.67,0.580073828474179
17.17,0.5211015252574954
17.67,0.5549177885189664
18.17,0.5441029488680588
18.67,0.47470796228898154
19.17,0.5032344964227788
19.67,0.6015971402998779
20.17,0.504188036825524
20.67,0.577947192122664
21.17,0.5565894746628214
21.67,0.5219109697174857
22.17,0.5564174639435235
22.67,0.5160384864959601
23.17,0.5120129402069139
23.67,0.5154299595075459
24.840000000000003,0.10176055011838274
25.340000000000003,0.1760376614715479
26.5,0.540823184329436
27.0,0.5678978211226741
28.17,0.6321906928239361
28.67,0.7439431641981742
