y Position (cm),Pressure Uncertainty (Pa)
8.67,0.5114270409814126
9.17,0.4586513110788
10.34,0.5274213413221035
10.84,0.5144721783277223
12.0,0.4933271485202229
12.5,0.6951212085338727
13.67,1.1665020007711147
14.17,1.0715889291594112
14.67,1.1057564539501605
15.17,1.4932784586464614
15.67,1.4344262674214863
16.17,0.9924095311938422
16.67,1.0098415117403372
17.17,0.5293418792583907
17.67,0.4959096344780307
18.17,0.5333325177830786
18.67,0.4917468249516026
19.17,0.5024813637239832
19.67,0.5161663236915931
20.17,0.5213484776420078
20.67,0.5518149921351004
21.17,0.5041061902735942
21.67,0.4686997342463912
22.17,0.4863140515487456
22.67,0.5119511533534612
23.17,0.4295968718097485
23.67,0.4882121014439235
24.17,0.5244755034511139
25.340000000000003,0.16894545311855494
25.840000000000003,0.08544237124192997
27.0,0.4724044853413403
27.5,0.7031883495176512
28.67,0.7011357745675134
29.17,0.8341390910679484
